// Aura
// Database file
// 
// Structure:
// Id   Region X Y   ToRegion ToX ToY
//---------------------------------------------------------------------------

45036163777495042, 39,516,826,          1,13575,44611
45036056403902584, 14,35735,37455,      20,1590,847
45036056403902586, 14,34394,43229,      21,2171,914
45036056403902721, 14,43531,33092,      19,1120,1048
45036056403902939, 14,45565,40000,      71,9111,9613
45036056403902982, 14,35110,38777,      17,1427,1365
45036056403836945, 14,58396,59080,      25,3233,2484
45036056403443728, 14,44774,72731,      16,19876,6724
45036056404361237, 14,16807,59871,      24,3202,2541
45036056404361321, 14,13170,56847,      302,138733,71025
45036056403640335, 14,16050,33339,      70,44316,19980
45036056403574804, 14,58489,1403,       30,31718,98421
45036056404033595, 14,63600,38725,      23,19208,44092
45036279741546497, 66,5979,5041,        60,5680,5984
45036271151611907, 64,5599,3776,        52,73200,36074
45036271151611926, 64,5600,10329,       123,5600,4373
45040729328451588, 1102,139366,121883,  30,9462,72387
45040729328386187, 1102,103137,78391,   202,54574,57302
45040729328254979, 1102,65425,107675,   52,60692,7282
45050169667682308, 3300,86748,160659,   3300,86654,161098
45050169667682332, 3300,85698,160399,   3300,86654,161098
45050169667682333, 3300,87848,160989,   3300,86654,161098
45050169667092486, 3300,52850,224372,   3300,53363,224375
45050169667092535, 3300,52900,225502,   3300,53363,224375
45050169667092536, 3300,52900,223252,   3300,53363,224375
45050169670041603, 3300,148102,162600,  3300,148087,163110
45050169670041642, 3300,146994,162650,  3300,148087,163110
45050169670041643, 3300,149207,162650,  3300,148087,163110
45050169673187331, 3300,256818,160048,  3300,256550,160329
45050169673187372, 3300,257453,160628,  3300,256550,160329
45050169673187373, 3300,256098,159498,  3300,256550,160329
45050169670762558, 3300,176498,131551,  3300,176205,131158
45050169670762570, 3300,177298,130901,  3300,176205,131158
45050169670762571, 3300,175598,132201,  3300,176205,131158
45036408591089677, 96,18387,4341,       100,44210,51694
45036408590565392, 96,18412,36408,      31,12810,5323
45036898216968193, 210,10444,7215,      211,2956,3325
45036898216968194, 210,9195,6662,       211,1811,3150
45036898216968195, 210,7961,7219,       211,665,3257
45036077878149122, 19,1328,1310,        14,43761,33283
45036249676775425, 59,6261,6708,        58,5792,6461
45036249676775426, 59,6622,6627,        52,43292,36285
45036116532920323, 28,1189,1167,        13,3198,2828
45036296921546753, 70,6400,12800,       52,52344,74261
45036296921481217, 70,44700,20000,      14,18169,33718
45036034928476161, 9,2479,949,          1,4093,32909
45036069288214530, 17,1600,1377,        14,35263,38723
45036009158672385, 3,2325,2058,         1,16061,38154
45037293355270380, 302,139332,70230,    14,15042,56766
45037293355008173, 302,80606,109095,    300,247922,134288
45037293355532294, 302,98662,83756,     214,63442,64612
45036868152656156, 203,26543,25315,     202,33168,37191
45036266856644609, 63,1217,1001,        52,43702,52688
45036485900107779, 114,449,1449,        115,12900,12299
45036485900107781, 114,1849,1449,       115,14299,12327
45036485900107782, 114,1149,1299,       115,13596,12352
45036485900107783, 114,1137,1,          3100,368304,428944
45049310685364308, 3100,350228,416003,  3103,1193,1018
45049310686085166, 3100,142188,323449,  3105,27569,18107
45049310686085166, 3100,377320,431815,  3106,3141,2922
45049310685364308, 3106,3141,2922,      3100,377320,431815
45036262561742850, 62,1064,1895,        52,36091,46366
45037770095198216, 413,10251,10399,     401,122834,126325
45037770095198217, 413,9195,8216,       401,117861,124277
45037770095198220, 413,8157,10398,      417,2739,1678
45037770095198221, 413,8197,11329,      415,4807,5999
45037770095198222, 413,8205,12143,      416,4814,5956
45036073583181825, 18,2213,2015,        71,10337,8150
45036228201938947, 54,3454,4430,        52,22021,69671
45036490195140757, 115,14310,12030,     114,1835,1090
45036490195140759, 115,12900,12030,     114,434,1091
45036490195140761, 115,13599,12143,     114,1138,995
45036855268147867, 200,7233,14023,      16,42571,55698
45036855268150198, 200,8400,15246,      95,4796,4497
45036855269064719, 200,25988,32707,     201,7635,6609
45036253971742721, 60,5690,4375,        52,32432,48369
45036253971742723, 60,4728,5989,        52,29204,48598
45036253971742724, 60,6534,6012,        52,32192,51649
45036090763051097, 22,6360,5786,        22,7181,4014
45036090763116549, 22,25600,12800,      63,1303,1114
45036919691739234, 215,56696,33372,     214,41093,66776
45036176662396930, 42,2479,949,         1,4093,32909
45036357051088916, 84,13042,23921,      83,39148,17515
45036357051089040, 84,13170,15472,      78,4016,3122
45039956234928131, 922,99548,122259,    3300,86654,161098
45039956234928150, 922,98498,121999,    3300,86654,161098
45039956234928151, 922,100648,122589,   3300,86654,161098
45036339871088642, 80,3624,4768,        81,2792,2452
45036339871088643, 80,2899,4696,        81,2162,2625
45036339871088644, 80,4346,4682,        81,3408,2600
45036339871088645, 80,3613,2465,        52,40810,29478
45036043518410754, 11,4433,3194,        1,28761,30725
45036043518410789, 11,3197,4595,        121,3206,2085
45036086468083714, 21,2369,701,         14,34593,43030
45049748759118190, 3202,54331,125860,   3200,196431,161470
45049748759183804, 3202,88327,52937,    3203,91902,78836
45036284036513793, 67,5985,5038,        60,5680,5984
45036902511869956, 211,2959,3629,       210,10450,7459
45036902511869957, 211,1818,3429,       210,9212,6947
45036902511869958, 211,669,3629,        210,7966,7482
45036902511869959, 211,1762,780,        3200,290325,212149
45036180957364226, 43,2249,1031,        1,11475,39606
45036133712723974, 32,3173,1551,        31,13167,15202
45049327852322820, 3104,4431,7261,      3103,1234,3351
45049327852322821, 3104,1516,4405,      3103,1234,3351
45049327852322822, 3104,4428,1556,      3103,1234,3351
45049327852322823, 3104,7229,4380,      3103,1234,3351
45049327852322824, 3104,6874,6863,      3103,1234,3351
45049327852322825, 3104,1922,6877,      3103,1234,3351
45049327852322826, 3104,1929,1923,      3103,1234,3351
45049327852322827, 3104,6860,1946,      3103,1234,3351
45040016363421844, 936,64951,63862,     300,127056,188469
45037757210296372, 410,23435,4389,      411,8888,11374
45036159482527745, 38,2448,1705,        1,11482,37274
45049740170559492, 3200,196261,158966,  3202,54993,123796
45049740173508730, 3200,337499,253055,  9001,8001,5735
45036322691219458, 76,10166,7328,       71,10325,11022
45049332147421193, 3105,28061,18017,    3100,142665,323377
45037787275067394, 417,2736,1535,       413,8389,10399
45049314967749079, 3101,32687,83167,    3101,49666,93133
45049314967552497, 3101,48771,15995,    3101,27632,28323
45049314967880301, 3101,75171,35989,    3101,67624,23566
45049314967355972, 3101,17499,42405,    3101,25326,62990
45049314968011469, 3101,69572,78403,    3101,78276,52597
45036438655860795, 103,43248,53935,     96,18360,4974
45036859562459789, 201,7621,5942,       200,26062,32147
45036507375075384, 119,146774,127810,   3400,239619,256873
45049323557224458, 3103,1912,3342,      3104,3886,7808
45049323557224459, 3103,485,3340,       3104,3741,1008
45049323557289986, 3103,1199,1267,      3100,350551,415985
45036241086840834, 57,5831,5082,        52,47996,48008
45036735008079873, 172,10177,7324,      71,10325,11022
45036112237821961, 27,3203,1814,        13,3198,4319
45036064993968338, 16,3645,61830,       301,121372,91142
45036064993575098, 16,43104,55693,      200,7615,14099
45036064993312808, 16,28517,98372,      1,5067,17156
45036064993640466, 16,19802,3900,       14,44782,70919
45036305511350274, 72,10177,7324,       71,10325,11022
45036404295598122, 95,4799,4402,        200,8398,14975
45036017748606977, 5,2448,1705,         1,11482,37274
45036185252331523, 44,3248,1534,        35,9625,59206
45036906806902799, 212,2516,998,        52,36523,69836
45036352756187155, 83,39193,16896,      84,13083,23128
45049744464216414, 3201,85471,56654,    3001,163671,349187
45049744464150814, 3201,63164,122676,   3203,84893,69567
45036219613511843, 52,53323,75511,      70,6920,13157
45036219612004702, 52,48295,48305,      57,5979,5278
45036219612004704, 52,43559,36832,      58,5431,6702
45036219612004705, 52,43153,36289,      59,6607,6474
